[2025-11-06T00:00:43.570Z] [ERROR] Failed to clean old archives | {"error":{"message":"Maximum call stack size exceeded","stack":"RangeError: Maximum call stack size exceeded\n    at Array.forEach (<anonymous>)\n    at LogFileManager.cleanOldArchives (/app/dist/utils/logFileManager.js:152:19)\n    at LogFileManager.rotateIfNeeded (/app/dist/utils/logFileManager.js:111:18)\n    at LogFileManager.writeLog (/app/dist/utils/logFileManager.js:118:14)\n    at Logger.writeToLogFile (/app/dist/utils/logger.js:54:34)\n    at Logger.info (/app/dist/utils/logger.js:93:18)\n    at LogFileManager.rotateIfNeeded (/app/dist/utils/logFileManager.js:100:29)\n    at LogFileManager.writeLog (/app/dist/utils/logFileManager.js:118:14)\n    at Logger.writeToLogFile (/app/dist/utils/logger.js:54:34)\n    at Logger.info (/app/dist/utils/logger.js:93:18)"}}
[2025-11-06T00:02:29.865Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:29.995Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:30.025Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:30.031Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:30.045Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:30.056Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:30.062Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:30.135Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:30.090Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:30.225Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:30.352Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:30.338Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:30.371Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:30.568Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:30.585Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:30.578Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:30.595Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:30.604Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:30.617Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:30.627Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:30.633Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:30.646Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:30.663Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:30.836Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:30.959Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:31.164Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:31.280Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:31.288Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:31.297Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:31.354Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:31.364Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:31.373Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:31.544Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:31.842Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:32.035Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:32.051Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:32.045Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:32.062Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:32.069Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:32.082Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:32.479Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:32.716Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:32.092Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:32.734Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:32.727Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:32.757Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:32.781Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:32.949Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:32.859Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:33.353Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:33.599Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:33.687Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:33.699Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:33.713Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:33.724Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:34.067Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:34.341Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:34.354Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:34.372Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:34.390Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:34.407Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:34.428Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:34.439Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:34.456Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:34.491Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:35.040Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:35.537Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:35.811Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:36.105Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:36.422Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:36.459Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:36.349Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:36.808Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:37.065Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:37.082Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:37.523Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:37.297Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:37.856Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:37.865Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:37.885Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:37.919Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:38.059Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:38.197Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:38.204Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:38.288Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:38.297Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:38.438Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:38.716Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:38.914Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:38.899Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:38.923Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:38.933Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:38.939Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:38.953Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:38.963Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:39.077Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:39.121Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:39.085Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:39.201Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:39.431Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:39.416Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:39.449Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:39.440Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:39.460Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:39.540Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:39.477Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:39.699Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:39.817Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:39.808Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:39.827Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:39.833Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:39.890Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:40.345Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:40.111Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:40.440Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:40.456Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:40.551Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:40.563Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:40.712Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:40.721Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:40.931Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:40.941Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:40.925Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:41.092Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:41.107Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:41.177Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:41.680Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:42.393Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:41.955Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:42.438Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:42.624Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:42.634Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:42.752Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:43.043Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:43.365Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:43.709Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:43.959Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:44.128Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:44.357Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:44.364Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:44.377Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:44.384Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:44.393Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:44.400Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:44.406Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:44.417Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:44.519Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:44.541Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:44.532Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:44.549Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:44.561Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:44.567Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:44.577Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:44.622Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:44.806Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:45.120Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:45.346Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:45.415Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:45.614Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:45.631Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:45.624Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:45.794Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:45.809Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:45.817Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:45.825Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:45.832Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:46.005Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:46.551Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:47.142Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:47.571Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:47.578Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:48.087Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:47.774Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:48.206Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:48.454Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:48.954Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:49.087Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:49.096Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:49.103Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:49.114Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:49.297Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:49.316Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:49.327Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:49.338Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:49.347Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:49.489Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:49.525Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:49.534Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:49.540Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:49.549Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:49.557Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:49.565Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:49.665Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:50.002Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:49.695Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:50.311Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:50.786Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:50.821Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:50.480Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:51.208Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:51.257Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:51.367Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:51.322Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:51.718Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:51.779Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:52.136Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:51.884Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:52.252Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:52.233Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:52.443Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:52.494Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:52.542Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:52.768Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:52.964Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:53.433Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:53.821Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:53.901Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:53.942Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:54.414Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:54.116Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:54.720Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:55.046Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:56.035Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:57.102Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:57.448Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:58.215Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:58.266Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:58.731Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:58.741Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
[2025-11-06T00:02:58.748Z] [INFO] Rotating log file | {"oldDate":"2025-11-05","newDate":"2025-11-06"}
