[2025-11-06T00:00:43.570Z] [ERROR] Failed to clean old archives | {"error":{"message":"Maximum call stack size exceeded","stack":"RangeError: Maximum call stack size exceeded\n    at Array.forEach (<anonymous>)\n    at LogFileManager.cleanOldArchives (/app/dist/utils/logFileManager.js:152:19)\n    at LogFileManager.rotateIfNeeded (/app/dist/utils/logFileManager.js:111:18)\n    at LogFileManager.writeLog (/app/dist/utils/logFileManager.js:118:14)\n    at Logger.writeToLogFile (/app/dist/utils/logger.js:54:34)\n    at Logger.info (/app/dist/utils/logger.js:93:18)\n    at LogFileManager.rotateIfNeeded (/app/dist/utils/logFileManager.js:100:29)\n    at LogFileManager.writeLog (/app/dist/utils/logFileManager.js:118:14)\n    at Logger.writeToLogFile (/app/dist/utils/logger.js:54:34)\n    at Logger.info (/app/dist/utils/logger.js:93:18)"}}
[2025-11-06T21:30:19.348Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:30:19.349Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"1ms"}
[2025-11-06T21:30:40.337Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:30:40.338Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"1ms"}
[2025-11-06T21:30:49.571Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:30:49.573Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"1ms"}
[2025-11-06T21:31:10.532Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:31:10.533Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"1ms"}
[2025-11-06T21:31:19.808Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:31:19.810Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"2ms"}
[2025-11-06T21:31:40.727Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:31:40.728Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"1ms"}
[2025-11-06T21:31:49.991Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:31:49.993Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"2ms"}
[2025-11-06T21:32:10.910Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:32:10.911Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"1ms"}
[2025-11-06T21:32:20.283Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:32:20.284Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"1ms"}
[2025-11-06T21:32:41.118Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:32:41.119Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"1ms"}
[2025-11-06T21:32:50.475Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:32:50.477Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"1ms"}
[2025-11-06T21:33:11.305Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:33:11.306Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"1ms"}
[2025-11-06T21:33:20.651Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:33:20.652Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"1ms"}
[2025-11-06T21:33:41.496Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:33:41.497Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"1ms"}
[2025-11-06T21:33:50.835Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:33:50.835Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"1ms"}
[2025-11-06T21:34:11.675Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:34:11.676Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200}
[2025-11-06T21:34:21.057Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:34:21.064Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"6ms"}
[2025-11-06T21:34:41.941Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:34:41.943Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"3ms"}
[2025-11-06T21:34:51.246Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:34:51.248Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"1ms"}
[2025-11-06T21:35:12.116Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:35:12.116Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"1ms"}
[2025-11-06T21:35:21.437Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:35:21.437Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"1ms"}
[2025-11-06T21:35:42.331Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:35:42.332Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"2ms"}
[2025-11-06T21:35:51.617Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:35:51.618Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"1ms"}
[2025-11-06T21:36:12.485Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:36:12.485Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200}
[2025-11-06T21:36:21.778Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:36:21.778Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"1ms"}
[2025-11-06T21:36:42.650Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:36:42.651Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"1ms"}
[2025-11-06T21:36:51.923Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:36:51.923Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"1ms"}
[2025-11-06T21:37:12.805Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:37:12.805Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"1ms"}
[2025-11-06T21:37:22.075Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:37:22.076Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"1ms"}
[2025-11-06T21:37:42.959Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:37:42.960Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"1ms"}
[2025-11-06T21:37:52.231Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:37:52.233Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"1ms"}
[2025-11-06T21:38:13.113Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:38:13.113Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"1ms"}
[2025-11-06T21:38:22.415Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:38:22.416Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200}
[2025-11-06T21:38:43.289Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:38:43.290Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"1ms"}
[2025-11-06T21:38:52.572Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:38:52.574Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"1ms"}
[2025-11-06T21:39:13.459Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:39:13.460Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"1ms"}
[2025-11-06T21:39:22.715Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:39:22.716Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"1ms"}
[2025-11-06T21:39:43.616Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:39:43.617Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"1ms"}
[2025-11-06T21:39:52.871Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:39:52.871Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"1ms"}
[2025-11-06T21:40:13.784Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:40:13.785Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"1ms"}
[2025-11-06T21:40:23.017Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:40:23.020Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"3ms"}
[2025-11-06T21:40:43.983Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:40:43.984Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"1ms"}
[2025-11-06T21:40:53.177Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:40:53.178Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"1ms"}
[2025-11-06T21:41:14.164Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:41:14.165Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"1ms"}
[2025-11-06T21:41:23.332Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:41:23.332Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"1ms"}
[2025-11-06T21:41:44.317Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:41:44.318Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200}
[2025-11-06T21:41:53.485Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:41:53.485Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200}
[2025-11-06T21:42:14.492Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:42:14.493Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"1ms"}
[2025-11-06T21:42:23.645Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:42:23.646Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"1ms"}
[2025-11-06T21:42:44.660Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:42:44.661Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"1ms"}
[2025-11-06T21:42:53.807Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:42:53.808Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"1ms"}
[2025-11-06T21:43:14.807Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:43:14.807Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200}
[2025-11-06T21:43:23.967Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:43:23.968Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200}
[2025-11-06T21:43:44.964Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:43:44.964Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200}
[2025-11-06T21:43:54.109Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:43:54.109Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"1ms"}
[2025-11-06T21:44:15.131Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:44:15.132Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"1ms"}
[2025-11-06T21:44:24.290Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:44:24.290Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"1ms"}
[2025-11-06T21:44:45.305Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:44:45.305Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"1ms"}
[2025-11-06T21:44:54.468Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:44:54.468Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"1ms"}
[2025-11-06T21:45:15.458Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:45:15.459Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"1ms"}
[2025-11-06T21:45:24.632Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:45:24.633Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"1ms"}
[2025-11-06T21:45:45.614Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:45:45.615Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"1ms"}
[2025-11-06T21:45:54.776Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:45:54.777Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200}
[2025-11-06T21:46:15.758Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:46:15.758Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"1ms"}
[2025-11-06T21:46:24.933Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:46:24.934Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"1ms"}
[2025-11-06T21:46:45.909Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:46:45.910Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"1ms"}
[2025-11-06T21:46:55.096Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:46:55.096Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"1ms"}
[2025-11-06T21:47:16.075Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:47:16.075Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200}
[2025-11-06T21:47:25.260Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:47:25.261Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"1ms"}
[2025-11-06T21:47:46.257Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:47:46.257Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"1ms"}
[2025-11-06T21:47:55.407Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:47:55.408Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"1ms"}
[2025-11-06T21:48:16.426Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:48:16.427Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"1ms"}
[2025-11-06T21:48:25.572Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:48:25.572Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200}
[2025-11-06T21:48:46.560Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:48:46.561Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"1ms"}
[2025-11-06T21:48:55.738Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:48:55.739Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"1ms"}
[2025-11-06T21:49:16.708Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:49:16.709Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"1ms"}
[2025-11-06T21:49:25.902Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:49:25.902Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200}
[2025-11-06T21:49:46.871Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:49:46.872Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"1ms"}
[2025-11-06T21:49:56.056Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:49:56.057Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"1ms"}
[2025-11-06T21:50:17.044Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:50:17.044Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"1ms"}
[2025-11-06T21:50:26.208Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:50:26.209Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"1ms"}
[2025-11-06T21:50:47.191Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:50:47.192Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"1ms"}
[2025-11-06T21:50:56.367Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:50:56.368Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200}
[2025-11-06T21:51:17.345Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:51:17.349Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"1ms"}
[2025-11-06T21:51:26.548Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:51:26.548Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"1ms"}
[2025-11-06T21:51:47.514Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:51:47.515Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"1ms"}
[2025-11-06T21:51:56.692Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:51:56.695Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"3ms"}
[2025-11-06T21:52:17.666Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:52:17.670Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"5ms"}
[2025-11-06T21:52:26.831Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:52:26.835Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"4ms"}
[2025-11-06T21:52:47.818Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:52:47.818Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200}
[2025-11-06T21:52:56.996Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:52:56.997Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"1ms"}
[2025-11-06T21:53:17.971Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:53:17.972Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"1ms"}
[2025-11-06T21:53:27.141Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:53:27.142Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"1ms"}
[2025-11-06T21:53:48.136Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:53:48.136Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200}
[2025-11-06T21:53:57.287Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:53:57.288Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"1ms"}
[2025-11-06T21:54:18.302Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:54:18.303Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"1ms"}
[2025-11-06T21:54:27.443Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:54:27.444Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200}
[2025-11-06T21:54:48.458Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:54:48.459Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"1ms"}
[2025-11-06T21:54:57.631Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:54:57.631Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"1ms"}
[2025-11-06T21:55:18.602Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:55:18.603Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"1ms"}
[2025-11-06T21:55:27.781Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:55:27.781Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200}
[2025-11-06T21:55:48.768Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:55:48.769Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"1ms"}
[2025-11-06T21:55:57.948Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:55:57.949Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"1ms"}
[2025-11-06T21:56:18.935Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:56:18.936Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"2ms"}
[2025-11-06T21:56:28.131Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:56:28.131Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"1ms"}
[2025-11-06T21:56:49.131Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:56:49.132Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"1ms"}
[2025-11-06T21:56:58.267Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:56:58.268Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200}
[2025-11-06T21:57:19.297Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:57:19.298Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"1ms"}
[2025-11-06T21:57:28.430Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:57:28.431Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"1ms"}
[2025-11-06T21:57:49.444Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:57:49.445Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"1ms"}
[2025-11-06T21:57:58.585Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:57:58.586Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"1ms"}
[2025-11-06T21:58:19.576Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:58:19.577Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"1ms"}
[2025-11-06T21:58:28.850Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:58:28.850Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"1ms"}
[2025-11-06T21:58:49.735Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:58:49.735Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"1ms"}
[2025-11-06T21:58:59.012Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:58:59.012Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"1ms"}
[2025-11-06T21:59:19.894Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:59:19.902Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"8ms"}
[2025-11-06T21:59:29.157Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:59:29.158Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"1ms"}
[2025-11-06T21:59:50.067Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:59:50.067Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"1ms"}
[2025-11-06T21:59:59.305Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T21:59:59.306Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"1ms"}
[2025-11-06T22:00:20.219Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T22:00:20.220Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"1ms"}
[2025-11-06T22:00:29.470Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T22:00:29.471Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"1ms"}
[2025-11-06T22:00:50.370Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T22:00:50.370Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"1ms"}
[2025-11-06T22:00:59.666Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
